Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases
1937,1938,43,Male,Socks,Clothing,53,M,Olive,Summer,4.5,No,No,11
1938,1939,46,Male,Jeans,Clothing,23,L,Blue,Spring,3.8,No,No,39
1939,1940,66,Male,Gloves,Accessories,57,L,Magenta,Winter,3.7,No,No,20
1940,1941,50,Male,Hat,Accessories,89,L,Gray,Fall,3.9,No,No,48
1941,1942,55,Male,Shoes,Footwear,99,XL,Peach,Winter,3.3,No,No,46
1942,1943,63,Male,Pants,Clothing,28,M,Cyan,Fall,3.4,No,No,22
1943,1944,32,Male,Socks,Clothing,53,L,Violet,Summer,3.8,No,No,45
1944,1945,30,Male,Hoodie,Clothing,45,M,Gold,Winter,2.7,No,No,49
1945,1946,35,Male,Hoodie,Clothing,38,M,Gold,Winter,2.9,No,No,9
1946,1947,59,Male,Pants,Clothing,49,M,White,Summer,4.5,No,No,41
1947,1948,59,Male,Shirt,Clothing,32,M,Gray,Summer,2.6,No,No,2
1948,1949,54,Male,T-shirt,Clothing,37,L,Brown,Winter,3.1,No,No,39
1949,1950,63,Male,Dress,Clothing,80,L,Gray,Winter,4.7,No,No,12
1950,1951,43,Male,Backpack,Accessories,78,L,Blue,Summer,4.6,No,No,26
1951,1952,33,Male,Gloves,Accessories,53,L,Gold,Summer,2.7,No,No,32
1952,1953,57,Male,Shoes,Footwear,82,L,Yellow,Summer,4.6,No,No,50
1953,1954,25,Male,Skirt,Clothing,33,XL,Green,Spring,4.8,No,No,3
1954,1955,26,Male,Gloves,Accessories,77,M,Pink,Winter,4.2,No,No,3
1955,1956,50,Male,Hoodie,Clothing,56,M,Pink,Winter,4.9,No,No,37
1956,1957,70,Male,Socks,Clothing,37,M,Pink,Winter,4.9,No,No,20
1957,1958,68,Male,Gloves,Accessories,54,M,Cyan,Spring,4.5,No,No,26
1958,1959,39,Male,Shorts,Clothing,67,M,Gray,Winter,2.7,No,No,47
1959,1960,46,Male,Shoes,Footwear,90,M,White,Fall,3.1,No,No,7
1960,1961,57,Male,Jeans,Clothing,72,L,Red,Summer,3.3,No,No,40
1961,1962,47,Male,Boots,Footwear,59,L,Black,Summer,2.6,No,No,45
1962,1963,40,Male,Hat,Accessories,45,M,Silver,Fall,4.4,No,No,20
1963,1964,52,Male,Shorts,Clothing,30,L,Pink,Spring,3.9,No,No,11
1964,1965,40,Male,Pants,Clothing,51,S,Cyan,Summer,4.6,No,No,50
1965,1966,67,Male,Sweater,Clothing,90,M,White,Fall,4.9,No,No,25
1966,1967,67,Male,Jacket,Outerwear,95,XL,Purple,Winter,3.7,No,No,5
1967,1968,37,Male,Dress,Clothing,81,L,Yellow,Fall,3.7,No,No,4
1968,1969,67,Male,Shirt,Clothing,70,S,Blue,Spring,4.2,No,No,25
1969,1970,64,Male,Dress,Clothing,32,S,Cyan,Winter,3.5,No,No,11
1970,1971,28,Male,Belt,Accessories,94,M,Indigo,Spring,2.9,No,No,4
1971,1972,54,Male,Hat,Accessories,29,XL,Indigo,Spring,3.4,No,No,1
1972,1973,54,Male,Backpack,Accessories,31,M,Silver,Summer,3.3,No,No,48
1973,1974,24,Male,Skirt,Clothing,20,XL,Red,Fall,4.5,No,No,9
1974,1975,27,Male,Gloves,Accessories,44,M,Peach,Winter,4.6,No,No,2
1975,1976,53,Male,Jacket,Outerwear,77,L,Turquoise,Fall,2.9,No,No,4
1976,1977,32,Male,Handbag,Accessories,51,M,Pink,Spring,3.2,No,No,43
1977,1978,24,Male,Sandals,Footwear,49,M,Teal,Summer,2.6,No,No,32
1978,1979,45,Male,Sunglasses,Accessories,78,L,Magenta,Spring,3.8,No,No,1
1979,1980,49,Male,Jeans,Clothing,98,L,Blue,Spring,2.8,No,No,38
1980,1981,51,Male,Sandals,Footwear,94,M,Green,Winter,4.4,No,No,25
1981,1982,69,Male,Shoes,Footwear,91,L,Violet,Summer,4.7,No,No,42
1982,1983,41,Male,Sunglasses,Accessories,77,M,Turquoise,Summer,2.7,No,No,32
1983,1984,59,Male,Scarf,Accessories,97,M,Pink,Summer,2.6,No,No,21
1984,1985,26,Male,Skirt,Clothing,58,M,Black,Summer,3.4,No,No,26
1985,1986,23,Male,Gloves,Accessories,97,M,Gold,Spring,3.9,No,No,6
1986,1987,62,Male,Coat,Outerwear,48,L,Green,Summer,3.4,No,No,14
1987,1988,69,Male,Belt,Accessories,23,XL,White,Summer,3.4,No,No,4
1988,1989,46,Male,Pants,Clothing,79,M,Gold,Winter,3.9,No,No,26
1989,1990,35,Male,Jewelry,Accessories,42,S,Charcoal,Spring,4.0,No,No,39
1990,1991,32,Male,Backpack,Accessories,95,L,White,Spring,3.4,No,No,15
1991,1992,46,Male,Sneakers,Footwear,29,M,Brown,Summer,3.7,No,No,1
1992,1993,33,Male,Hoodie,Clothing,98,L,Gold,Winter,4.9,No,No,28
1993,1994,32,Male,Blouse,Clothing,96,S,Purple,Spring,5.0,No,No,17
1994,1995,33,Male,Sunglasses,Accessories,66,M,Brown,Fall,2.9,No,No,24
1995,1996,67,Male,Boots,Footwear,80,S,Teal,Spring,3.0,No,No,29
1996,1997,67,Male,Sneakers,Footwear,27,L,Indigo,Summer,3.3,No,No,18
1997,1998,42,Male,Backpack,Accessories,25,M,Purple,Fall,4.7,No,No,10
1998,1999,20,Male,Pants,Clothing,45,M,Orange,Fall,3.4,No,No,19
1999,2000,39,Male,Socks,Clothing,89,L,Indigo,Winter,4.6,No,No,26
2000,2001,26,Male,Belt,Accessories,27,M,Lavender,Winter,3.6,No,No,25
2001,2002,51,Male,Sunglasses,Accessories,90,S,Purple,Winter,2.6,No,No,2
2002,2003,31,Male,Shirt,Clothing,65,M,Red,Summer,2.7,No,No,19
2003,2004,68,Male,Sneakers,Footwear,72,S,Blue,Spring,3.1,No,No,32
2004,2005,44,Male,Shoes,Footwear,70,L,Blue,Fall,3.2,No,No,13
2005,2006,18,Male,Sandals,Footwear,82,M,Cyan,Winter,3.4,No,No,30
2006,2007,58,Male,Scarf,Accessories,97,S,Pink,Fall,4.4,No,No,2
2007,2008,26,Male,Shirt,Clothing,25,M,Silver,Summer,3.2,No,No,8
2008,2009,57,Male,Skirt,Clothing,48,M,Gray,Spring,2.5,No,No,27
2009,2010,37,Male,Boots,Footwear,99,M,Indigo,Summer,3.8,No,No,26
2010,2011,24,Male,Sweater,Clothing,21,M,Maroon,Summer,4.4,No,No,3
2011,2012,57,Male,Sandals,Footwear,94,M,Beige,Spring,3.7,No,No,4
2012,2013,48,Male,Jeans,Clothing,53,L,Green,Fall,3.2,No,No,5
2013,2014,39,Male,Backpack,Accessories,70,M,Peach,Winter,4.9,No,No,25
2014,2015,51,Male,Skirt,Clothing,26,L,Black,Summer,3.9,No,No,47
2015,2016,57,Male,Belt,Accessories,82,S,Pink,Summer,4.5,No,No,8
2016,2017,53,Male,Shoes,Footwear,47,S,Violet,Winter,3.4,No,No,20
2017,2018,70,Male,Socks,Clothing,32,S,Green,Winter,4.1,No,No,42
2018,2019,60,Male,Backpack,Accessories,97,S,Gold,Fall,4.5,No,No,20
2019,2020,31,Male,Shirt,Clothing,68,S,Red,Winter,4.7,No,No,23
2020,2021,41,Male,Sweater,Clothing,23,M,Beige,Winter,4.8,No,No,26
2021,2022,62,Male,Handbag,Accessories,33,M,Green,Winter,4.4,No,No,48
2022,2023,59,Male,Jewelry,Accessories,38,S,Black,Winter,4.0,No,No,16
2023,2024,46,Male,Socks,Clothing,68,S,Teal,Winter,4.1,No,No,28
2024,2025,62,Male,Socks,Clothing,23,L,Silver,Fall,3.7,No,No,39
2025,2026,42,Male,Shirt,Clothing,29,M,Turquoise,Summer,3.0,No,No,43
2026,2027,37,Male,Scarf,Accessories,35,M,Orange,Winter,3.6,No,No,45
2027,2028,50,Male,Shoes,Footwear,73,S,Gold,Fall,4.8,No,No,50
2028,2029,29,Male,Shoes,Footwear,84,XL,Purple,Fall,3.7,No,No,10
2029,2030,25,Male,Scarf,Accessories,23,M,Pink,Spring,4.6,No,No,40
2030,2031,66,Male,Sunglasses,Accessories,67,S,Green,Summer,2.8,No,No,38
2031,2032,21,Male,Socks,Clothing,51,L,Charcoal,Spring,4.0,No,No,2
2032,2033,46,Male,Blouse,Clothing,36,M,Maroon,Winter,4.2,No,No,13
2033,2034,57,Male,Jeans,Clothing,55,L,Olive,Summer,3.6,No,No,33
2034,2035,61,Male,Shorts,Clothing,30,M,Peach,Spring,2.9,No,No,27
2035,2036,53,Male,T-shirt,Clothing,70,S,Yellow,Summer,4.1,No,No,43
2036,2037,37,Male,Blouse,Clothing,63,S,Lavender,Winter,3.1,No,No,46
2037,2038,39,Male,Belt,Accessories,87,S,Green,Summer,4.3,No,No,7
2038,2039,53,Male,Blouse,Clothing,70,L,Orange,Spring,4.4,No,No,35
2039,2040,35,Male,T-shirt,Clothing,51,M,Olive,Spring,3.1,No,No,31
2040,2041,69,Male,Jewelry,Accessories,25,XL,Gray,Spring,2.9,No,No,42
2041,2042,66,Male,Jacket,Outerwear,32,S,Lavender,Winter,3.2,No,No,14
2042,2043,19,Male,Shoes,Footwear,52,M,Red,Spring,4.0,No,No,35
2043,2044,47,Male,Gloves,Accessories,33,M,Charcoal,Summer,2.7,No,No,49
2044,2045,49,Male,Jeans,Clothing,68,L,Orange,Spring,3.0,No,No,17
2045,2046,31,Male,Jewelry,Accessories,20,M,Red,Fall,4.4,No,No,26
2046,2047,39,Male,Pants,Clothing,32,M,Maroon,Winter,2.8,No,No,30
2047,2048,58,Male,Jewelry,Accessories,82,M,Silver,Summer,3.1,No,No,32
2048,2049,45,Male,Sneakers,Footwear,64,XL,Pink,Winter,3.9,No,No,35
2049,2050,68,Male,Boots,Footwear,24,L,Blue,Fall,2.7,No,No,15
2050,2051,35,Male,Hat,Accessories,96,M,Teal,Summer,3.4,No,No,10
2051,2052,65,Male,T-shirt,Clothing,94,L,Black,Spring,3.8,No,No,14
2052,2053,45,Male,Backpack,Accessories,48,M,Gray,Winter,3.7,No,No,30
2053,2054,19,Male,Sunglasses,Accessories,60,S,Purple,Spring,4.5,No,No,16
2054,2055,65,Male,Sweater,Clothing,56,XL,Gold,Spring,2.9,No,No,14
2055,2056,28,Male,Handbag,Accessories,33,M,Silver,Fall,3.4,No,No,28
2056,2057,55,Male,Backpack,Accessories,46,L,Blue,Spring,4.4,No,No,29
2057,2058,66,Male,Socks,Clothing,37,L,Yellow,Spring,4.2,No,No,5
2058,2059,29,Male,Shirt,Clothing,98,M,Brown,Winter,3.3,No,No,17
2059,2060,56,Male,Shorts,Clothing,50,XL,Beige,Spring,3.7,No,No,50
2060,2061,21,Male,Belt,Accessories,63,M,Blue,Fall,3.2,No,No,23
2061,2062,32,Male,Sweater,Clothing,70,S,Magenta,Summer,2.6,No,No,22
2062,2063,54,Male,Coat,Outerwear,63,L,Silver,Fall,2.8,No,No,15
2063,2064,61,Male,Shorts,Clothing,86,M,Cyan,Fall,2.9,No,No,32
2064,2065,31,Male,Shoes,Footwear,99,M,Green,Summer,4.0,No,No,5
2065,2066,27,Male,Sneakers,Footwear,40,M,Blue,Spring,2.9,No,No,6
2066,2067,64,Male,Sneakers,Footwear,92,M,Olive,Fall,4.7,No,No,44
2067,2068,60,Male,Pants,Clothing,21,XL,Beige,Fall,3.1,No,No,23
2068,2069,70,Male,Jewelry,Accessories,81,XL,Black,Summer,3.9,No,No,44
2069,2070,36,Male,T-shirt,Clothing,82,M,Indigo,Fall,3.4,No,No,3
2070,2071,56,Male,Jewelry,Accessories,88,XL,Red,Spring,3.1,No,No,14
2071,2072,69,Male,Jacket,Outerwear,100,S,Yellow,Fall,4.8,No,No,37
2072,2073,39,Male,Backpack,Accessories,66,M,Beige,Winter,3.9,No,No,22
2073,2074,38,Male,Belt,Accessories,25,S,Green,Winter,3.5,No,No,2
2074,2075,36,Male,Scarf,Accessories,53,M,White,Summer,3.1,No,No,44
2075,2076,46,Male,Sweater,Clothing,28,S,Turquoise,Fall,4.7,No,No,49
2076,2077,59,Male,Gloves,Accessories,23,S,Indigo,Fall,4.6,No,No,22
2077,2078,64,Male,Scarf,Accessories,34,L,Orange,Fall,3.3,No,No,26
2078,2079,49,Male,Dress,Clothing,42,M,Blue,Spring,3.2,No,No,40
2079,2080,32,Male,Jeans,Clothing,24,L,Violet,Summer,3.1,No,No,16
2080,2081,29,Male,Sunglasses,Accessories,47,S,Gray,Fall,3.5,No,No,17
2081,2082,24,Male,Coat,Outerwear,78,S,Cyan,Spring,4.3,No,No,48
2082,2083,41,Male,Jeans,Clothing,89,M,Yellow,Summer,2.9,No,No,28
2083,2084,41,Male,Scarf,Accessories,59,L,Orange,Fall,2.7,No,No,26
2084,2085,32,Male,Blouse,Clothing,94,S,Brown,Summer,4.0,No,No,43
2085,2086,69,Male,Jeans,Clothing,49,M,Teal,Fall,4.6,No,No,38
2086,2087,65,Male,Dress,Clothing,89,L,Beige,Summer,4.7,No,No,36
2087,2088,54,Male,Hat,Accessories,91,M,Blue,Summer,4.7,No,No,1
2088,2089,39,Male,Sandals,Footwear,89,L,Orange,Spring,4.0,No,No,49
2089,2090,37,Male,Jacket,Outerwear,57,L,Gold,Spring,3.6,No,No,41
2090,2091,51,Male,Socks,Clothing,71,S,Teal,Winter,3.4,No,No,21
2091,2092,26,Male,Jeans,Clothing,97,XL,Beige,Fall,3.0,No,No,24
2092,2093,42,Male,Sandals,Footwear,45,M,Silver,Fall,2.6,No,No,27
2093,2094,21,Male,Dress,Clothing,91,M,Maroon,Spring,4.2,No,No,4
2094,2095,53,Male,Socks,Clothing,25,M,Indigo,Spring,3.4,No,No,19
2095,2096,36,Male,Hoodie,Clothing,63,M,Gray,Fall,4.0,No,No,1
2096,2097,21,Male,Dress,Clothing,52,L,Blue,Summer,4.7,No,No,27
2097,2098,33,Male,Sneakers,Footwear,43,S,Cyan,Winter,3.9,No,No,5
2098,2099,49,Male,T-shirt,Clothing,28,M,White,Summer,3.3,No,No,20
2099,2100,31,Male,T-shirt,Clothing,78,L,Green,Summer,2.9,No,No,50
2100,2101,68,Male,Sweater,Clothing,31,M,Silver,Spring,4.4,No,No,36
2101,2102,49,Male,Shirt,Clothing,23,M,Blue,Winter,3.6,No,No,12
2102,2103,23,Male,Hat,Accessories,25,M,Brown,Spring,4.5,No,No,23
2103,2104,30,Male,Pants,Clothing,86,S,Red,Summer,3.7,No,No,21
2104,2105,53,Male,Shoes,Footwear,88,M,Gold,Spring,2.8,No,No,47
2105,2106,65,Male,Gloves,Accessories,35,M,Silver,Spring,4.5,No,No,38
2106,2107,60,Male,Jewelry,Accessories,34,M,Gray,Fall,4.4,No,No,40
2107,2108,46,Male,Pants,Clothing,75,M,Black,Winter,3.3,No,No,35
2108,2109,54,Male,Hoodie,Clothing,46,XL,Beige,Winter,4.2,No,No,4
2109,2110,59,Male,Jewelry,Accessories,31,L,Peach,Fall,2.7,No,No,28
2110,2111,52,Male,Socks,Clothing,93,L,Cyan,Spring,3.9,No,No,36
2111,2112,41,Male,Sunglasses,Accessories,85,XL,Pink,Spring,2.6,No,No,15
2112,2113,43,Male,Belt,Accessories,68,M,Lavender,Fall,4.5,No,No,7
2113,2114,63,Male,Dress,Clothing,40,M,Brown,Spring,2.7,No,No,29
2114,2115,37,Male,Shirt,Clothing,51,M,Magenta,Winter,2.9,No,No,12
2115,2116,44,Male,Scarf,Accessories,85,M,Violet,Winter,3.4,No,No,16
2116,2117,67,Male,Jacket,Outerwear,23,M,Teal,Summer,2.9,No,No,50
2117,2118,27,Male,Dress,Clothing,28,L,Brown,Summer,3.8,No,No,11
2118,2119,60,Male,Socks,Clothing,44,M,Olive,Fall,4.2,No,No,28
2119,2120,58,Male,Jewelry,Accessories,57,M,Indigo,Spring,3.5,No,No,36
2120,2121,53,Male,Scarf,Accessories,98,S,Red,Fall,3.1,No,No,38
2121,2122,43,Male,Backpack,Accessories,68,M,Olive,Winter,3.5,No,No,32
2122,2123,32,Male,Jacket,Outerwear,36,L,Teal,Fall,4.0,No,No,42
2123,2124,54,Male,Coat,Outerwear,71,L,Cyan,Spring,3.7,No,No,22
2124,2125,47,Male,Skirt,Clothing,60,M,Teal,Fall,4.2,No,No,22
2125,2126,57,Male,Coat,Outerwear,87,M,Beige,Fall,4.8,No,No,31
2126,2127,63,Male,Shoes,Footwear,38,XL,Magenta,Winter,4.1,No,No,28
2127,2128,70,Male,Boots,Footwear,45,M,Indigo,Spring,4.5,No,No,40
2128,2129,62,Male,Coat,Outerwear,47,L,Cyan,Fall,2.7,No,No,21
2129,2130,40,Male,Skirt,Clothing,57,L,Orange,Fall,2.8,No,No,12
2130,2131,25,Male,Backpack,Accessories,68,L,Violet,Summer,3.7,No,No,33
2131,2132,19,Male,Shorts,Clothing,52,M,Red,Fall,3.6,No,No,9
2132,2133,25,Male,Skirt,Clothing,87,M,Magenta,Fall,4.7,No,No,15
2133,2134,21,Male,Hat,Accessories,34,M,Olive,Summer,3.8,No,No,13
2134,2135,55,Male,Sandals,Footwear,41,XL,Maroon,Winter,2.9,No,No,35
2135,2136,34,Male,Sunglasses,Accessories,94,S,Yellow,Winter,4.6,No,No,1
2136,2137,47,Male,Sunglasses,Accessories,93,M,Red,Summer,2.8,No,No,25
2137,2138,27,Male,Socks,Clothing,51,XL,Purple,Winter,4.6,No,No,20
2138,2139,67,Male,Sweater,Clothing,42,M,Teal,Fall,2.8,No,No,36
2139,2140,40,Male,Boots,Footwear,95,M,Red,Winter,3.0,No,No,33
2140,2141,53,Male,Handbag,Accessories,90,M,Brown,Fall,3.7,No,No,36
2141,2142,24,Male,Dress,Clothing,98,M,Peach,Winter,4.1,No,No,32
2142,2143,47,Male,Hat,Accessories,39,M,Maroon,Winter,4.3,No,No,21
2143,2144,53,Male,Sandals,Footwear,66,L,Red,Fall,3.8,No,No,48
2144,2145,47,Male,Shoes,Footwear,23,L,Orange,Winter,3.7,No,No,25
2145,2146,38,Male,Skirt,Clothing,73,S,White,Winter,4.8,No,No,32
2146,2147,48,Male,Sunglasses,Accessories,23,XL,White,Summer,4.6,No,No,45
2147,2148,47,Male,Skirt,Clothing,43,S,Charcoal,Fall,4.8,No,No,4
2148,2149,19,Male,T-shirt,Clothing,45,XL,Turquoise,Winter,4.6,No,No,19
2149,2150,38,Male,Sandals,Footwear,21,L,Orange,Winter,4.0,No,No,1
2150,2151,57,Male,Shirt,Clothing,40,M,Orange,Spring,2.6,No,No,12
2151,2152,70,Male,Jeans,Clothing,58,L,Brown,Fall,2.6,No,No,18
2152,2153,38,Male,Shorts,Clothing,48,L,Magenta,Summer,4.5,No,No,43
2153,2154,35,Male,Shirt,Clothing,94,M,Violet,Fall,4.2,No,No,31
2154,2155,46,Male,Scarf,Accessories,74,M,Violet,Spring,3.4,No,No,33
2155,2156,32,Male,Handbag,Accessories,51,L,Yellow,Fall,3.7,No,No,46
2156,2157,38,Male,Skirt,Clothing,83,M,Maroon,Winter,3.6,No,No,41
2157,2158,41,Male,Handbag,Accessories,68,L,Turquoise,Winter,4.0,No,No,41
2158,2159,19,Male,Gloves,Accessories,84,XL,Olive,Spring,4.6,No,No,9
2159,2160,18,Male,Shirt,Clothing,58,M,Peach,Fall,3.0,No,No,34
2160,2161,45,Male,Blouse,Clothing,92,L,Charcoal,Winter,3.3,No,No,21
2161,2162,23,Male,Dress,Clothing,69,S,Peach,Summer,3.8,No,No,5
2162,2163,60,Male,Shorts,Clothing,48,S,Black,Summer,2.7,No,No,32
2163,2164,52,Male,Shoes,Footwear,60,L,Gray,Spring,4.5,No,No,44
2164,2165,42,Male,Sandals,Footwear,20,S,Olive,Winter,4.8,No,No,46
2165,2166,29,Male,Pants,Clothing,55,M,Turquoise,Summer,4.2,No,No,42
2166,2167,31,Male,Jacket,Outerwear,88,S,Purple,Spring,3.5,No,No,50
2167,2168,30,Male,Skirt,Clothing,48,L,Green,Winter,4.9,No,No,33
2168,2169,23,Male,Handbag,Accessories,74,M,Beige,Spring,4.1,No,No,32
2169,2170,31,Male,Coat,Outerwear,42,M,Brown,Fall,2.9,No,No,32
2170,2171,40,Male,Sweater,Clothing,32,M,Turquoise,Fall,4.0,No,No,37
2171,2172,39,Male,Shorts,Clothing,98,M,Yellow,Summer,4.6,No,No,9
2172,2173,28,Male,Skirt,Clothing,89,S,Lavender,Fall,2.8,No,No,6
2173,2174,23,Male,Gloves,Accessories,97,S,Cyan,Summer,5.0,No,No,36
2174,2175,42,Male,Backpack,Accessories,49,S,Olive,Spring,2.9,No,No,1
2175,2176,68,Male,Dress,Clothing,50,M,Silver,Spring,3.3,No,No,48
2176,2177,24,Male,Belt,Accessories,91,S,Red,Winter,3.4,No,No,44
2177,2178,24,Male,Gloves,Accessories,93,XL,Green,Winter,3.0,No,No,9
2178,2179,21,Male,Jewelry,Accessories,98,M,Gold,Summer,4.7,No,No,32
2179,2180,49,Male,Socks,Clothing,82,L,Lavender,Fall,2.9,No,No,14
2180,2181,41,Male,Coat,Outerwear,37,M,Yellow,Summer,4.1,No,No,43
2181,2182,22,Male,Handbag,Accessories,63,M,Black,Fall,3.2,No,No,32
2182,2183,42,Male,Blouse,Clothing,99,M,Maroon,Winter,2.7,No,No,26
2183,2184,30,Male,Shorts,Clothing,37,M,Maroon,Spring,4.7,No,No,2
2184,2185,38,Male,Shoes,Footwear,34,S,Gold,Spring,3.2,No,No,16
2185,2186,40,Male,Shorts,Clothing,32,M,Violet,Winter,2.5,No,No,50
2186,2187,55,Male,Sandals,Footwear,23,XL,Teal,Winter,4.3,No,No,6
2187,2188,37,Male,Blouse,Clothing,78,M,Violet,Spring,4.4,No,No,20
2188,2189,41,Male,Coat,Outerwear,54,M,Brown,Winter,4.7,No,No,9
2189,2190,38,Male,Blouse,Clothing,94,XL,Brown,Fall,4.0,No,No,47
2190,2191,42,Male,Belt,Accessories,75,S,Maroon,Spring,4.6,No,No,33
2191,2192,26,Male,Blouse,Clothing,69,S,Maroon,Summer,3.8,No,No,46
2192,2193,41,Male,Scarf,Accessories,35,L,Yellow,Winter,3.2,No,No,9
2193,2194,27,Male,Shirt,Clothing,78,L,Turquoise,Spring,5.0,No,No,8
2194,2195,61,Male,Socks,Clothing,29,M,Silver,Summer,3.5,No,No,48
2195,2196,58,Male,Jeans,Clothing,62,M,Brown,Fall,3.7,No,No,2
2196,2197,25,Male,Dress,Clothing,58,M,Gray,Spring,4.8,No,No,31
2197,2198,33,Male,Boots,Footwear,88,M,Indigo,Summer,3.7,No,No,40
2198,2199,57,Male,Scarf,Accessories,80,L,Turquoise,Summer,3.5,No,No,35
2199,2200,39,Male,Scarf,Accessories,47,M,Maroon,Summer,4.9,No,No,40
2200,2201,60,Male,Gloves,Accessories,51,L,Charcoal,Summer,4.7,No,No,27
2201,2202,39,Male,Pants,Clothing,25,L,Peach,Spring,4.9,No,No,10
2202,2203,42,Male,Dress,Clothing,36,M,Red,Summer,4.3,No,No,23
2203,2204,53,Male,Dress,Clothing,79,M,Indigo,Winter,3.1,No,No,32
2204,2205,20,Male,Jeans,Clothing,41,S,Lavender,Winter,3.4,No,No,6
2205,2206,46,Male,Sweater,Clothing,68,XL,Red,Fall,2.7,No,No,27
2206,2207,46,Male,Sandals,Footwear,51,L,Green,Spring,2.6,No,No,25
2207,2208,69,Male,Handbag,Accessories,38,M,Gray,Fall,2.9,No,No,11
2208,2209,28,Male,Scarf,Accessories,46,XL,Violet,Summer,2.7,No,No,23
2209,2210,42,Male,Sandals,Footwear,20,XL,Beige,Summer,4.5,No,No,44
2210,2211,30,Male,Sunglasses,Accessories,25,M,Orange,Summer,3.1,No,No,35
2211,2212,50,Male,Sweater,Clothing,89,L,Purple,Winter,3.2,No,No,45
2212,2213,59,Male,Pants,Clothing,77,M,Brown,Winter,3.3,No,No,22
2213,2214,54,Male,Hat,Accessories,94,M,Maroon,Fall,2.9,No,No,18
2214,2215,50,Male,Belt,Accessories,100,L,Gold,Fall,4.1,No,No,20
2215,2216,25,Male,Sandals,Footwear,96,M,Indigo,Winter,2.7,No,No,28
2216,2217,41,Male,Pants,Clothing,36,XL,Silver,Winter,4.0,No,No,15
2217,2218,35,Male,Jewelry,Accessories,27,XL,Red,Fall,2.6,No,No,42
2218,2219,67,Male,Sunglasses,Accessories,67,M,Magenta,Winter,3.5,No,No,20
2219,2220,33,Male,Blouse,Clothing,91,S,Purple,Fall,2.8,No,No,16
2220,2221,19,Male,Belt,Accessories,62,XL,Beige,Fall,4.5,No,No,47
2221,2222,25,Male,Shorts,Clothing,88,XL,White,Fall,3.0,No,No,34
2222,2223,32,Male,Pants,Clothing,66,M,Teal,Summer,4.4,No,No,30
2223,2224,30,Male,Sandals,Footwear,65,M,Gray,Fall,4.7,No,No,5
2224,2225,18,Male,Gloves,Accessories,25,L,Charcoal,Winter,4.3,No,No,38
2225,2226,38,Male,Belt,Accessories,64,S,Olive,Spring,4.8,No,No,18
2226,2227,22,Male,Shirt,Clothing,72,L,Blue,Spring,4.8,No,No,28
2227,2228,40,Male,Scarf,Accessories,74,S,Gray,Summer,4.4,No,No,42
2228,2229,54,Male,Gloves,Accessories,50,M,Green,Fall,3.7,No,No,5
2229,2230,70,Male,Pants,Clothing,97,M,Silver,Fall,3.9,No,No,50
2230,2231,52,Male,Sneakers,Footwear,36,S,Teal,Spring,3.8,No,No,33
2231,2232,34,Male,Jacket,Outerwear,49,M,Beige,Fall,4.1,No,No,1
2232,2233,65,Male,Shoes,Footwear,64,L,Lavender,Spring,4.0,No,No,14
2233,2234,38,Male,Blouse,Clothing,31,XL,Gray,Summer,4.5,No,No,48
2234,2235,35,Male,Boots,Footwear,66,S,Yellow,Winter,4.0,No,No,26
2235,2236,40,Male,Socks,Clothing,82,M,Gray,Spring,4.5,No,No,44
2236,2237,23,Male,T-shirt,Clothing,88,M,Yellow,Winter,2.7,No,No,18
2237,2238,45,Male,Sandals,Footwear,34,S,Black,Summer,3.8,No,No,31
2238,2239,40,Male,Sneakers,Footwear,84,L,Beige,Winter,3.8,No,No,18
2239,2240,42,Male,Jewelry,Accessories,96,L,Indigo,Summer,3.8,No,No,41
2240,2241,57,Male,Sandals,Footwear,71,L,Green,Winter,4.3,No,No,18
2241,2242,18,Male,Jacket,Outerwear,77,M,Purple,Summer,3.5,No,No,3
2242,2243,18,Male,Skirt,Clothing,66,M,Orange,Spring,3.8,No,No,5
2243,2244,56,Male,Shirt,Clothing,21,M,Teal,Winter,3.7,No,No,13
2244,2245,35,Male,Shorts,Clothing,37,M,Gold,Summer,4.8,No,No,22
2245,2246,49,Male,Socks,Clothing,90,L,Gray,Fall,4.9,No,No,45
2246,2247,49,Male,Jacket,Outerwear,96,M,Cyan,Fall,4.3,No,No,39
2247,2248,34,Male,Jewelry,Accessories,37,L,Teal,Summer,4.4,No,No,18
2248,2249,63,Male,T-shirt,Clothing,66,M,Violet,Winter,3.4,No,No,19
2249,2250,42,Male,Gloves,Accessories,45,XL,Indigo,Spring,4.3,No,No,29
2250,2251,41,Male,Shoes,Footwear,89,L,Pink,Summer,4.6,No,No,19
2251,2252,26,Male,Shoes,Footwear,94,L,Gold,Fall,3.8,No,No,22
2252,2253,48,Male,Shoes,Footwear,96,S,Maroon,Summer,3.9,No,No,21
2253,2254,62,Male,Hoodie,Clothing,31,M,Brown,Spring,2.6,No,No,22
2254,2255,24,Male,Belt,Accessories,79,M,Gold,Winter,4.2,No,No,44
2255,2256,48,Male,Coat,Outerwear,39,L,Teal,Spring,4.6,No,No,42
2256,2257,31,Male,Blouse,Clothing,22,M,Turquoise,Fall,5.0,No,No,33
2257,2258,41,Male,Skirt,Clothing,32,L,Olive,Fall,4.2,No,No,6
2258,2259,24,Male,T-shirt,Clothing,71,L,Cyan,Winter,4.3,No,No,44
